REGION,TERRITORIO
21 HUASTECA,2102 SAN LUIS POTOSÍ
60 PUEBLA,6003 ZACAPOAXTLA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
41 METRO SURORIENTE,4105 TLAHUAC
51 METRO PONIENTE,5103 BENITO JUAREZ
61 CHIAPAS,6102 TAPACHULA
61 CHIAPAS,6103 MEZCALAPA
21 HUASTECA,2107 TULANCINGO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
11 PACIFICO,1102 SINALOA
31 JALISCO,3105 TLAQUEPAQUE
33 BAJIO,3303 IRAPUATO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
60 PUEBLA,6002 PUEBLA
31 JALISCO,3103 GUADALAJARA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
31 JALISCO,3103 GUADALAJARA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
33 BAJIO,3305 QUERÉTARO
61 CHIAPAS,6104 JUCHITAN
20 NORESTE,2003 MONTERREY
41 METRO SURORIENTE,4107 XOCHIMILCO
42 SUR,4207 TLACOLULA
51 METRO PONIENTE,5101 CUAUHTEMOC
21 HUASTECA,2102 SAN LUIS POTOSÍ
31 JALISCO,3104 TONALA
51 METRO PONIENTE,5103 BENITO JUAREZ
40 METRO ORIENTE,4003 CHIMALHUACAN
63 GOLFO,6303 VILLAHERMOSA
31 JALISCO,3103 GUADALAJARA
10 FRONTERA OESTE,1004 HERMOSILLO
31 JALISCO,3103 GUADALAJARA
51 METRO PONIENTE,5104 HUIXQUILUCAN
12 LAGUNA CHIHUAHUA,1205 COAHUILA
42 SUR,4204 QUECHULTENANGO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4004 TEXCOCO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
30 COSTA OCCIDENTE,3002 JALISCO SUR
42 SUR,4207 TLACOLULA
41 METRO SURORIENTE,4106 CHALCO
11 PACIFICO,1102 SINALOA
21 HUASTECA,2101 AGUASCALIENTES
31 JALISCO,3105 TLAQUEPAQUE
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
32 MICHOACÁN,3203 ZACAPU
32 MICHOACÁN,3202 URUAPAN
41 METRO SURORIENTE,4106 CHALCO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
52 VALLE DE TOLUCA,5203 LERMA
21 HUASTECA,2106 PACHUCA
60 PUEBLA,6001 TEHUACAN
20 NORESTE,2005 ESCOBEDO
63 GOLFO,6305 CIUDAD DEL CARMEN
42 SUR,4201 CUERNAVACA
61 CHIAPAS,6104 JUCHITAN
42 SUR,4202 JIUTEPEC
41 METRO SURORIENTE,4105 TLAHUAC
41 METRO SURORIENTE,4102 ALVARO OBREGON
60 PUEBLA,6002 PUEBLA
32 MICHOACÁN,3202 URUAPAN
20 NORESTE,2001 REYNOSA
63 GOLFO,6302 COATZACOALCOS
51 METRO PONIENTE,5105 TECAMAC
61 CHIAPAS,6104 JUCHITAN
21 HUASTECA,2103 SAN LUIS FORANEO
41 METRO SURORIENTE,4104 TLALPAN
30 COSTA OCCIDENTE,3003 OCOTLAN
51 METRO PONIENTE,5105 TECAMAC
60 PUEBLA,6002 PUEBLA
32 MICHOACÁN,3203 ZACAPU
60 PUEBLA,6001 TEHUACAN
41 METRO SURORIENTE,4103 COYOACAN
42 SUR,4208 OAXACA
42 SUR,4204 QUECHULTENANGO
31 JALISCO,3103 GUADALAJARA
61 CHIAPAS,6102 TAPACHULA
51 METRO PONIENTE,5105 TECAMAC
42 SUR,4204 QUECHULTENANGO
50 METRO NORPONIENTE,5004 COACALCO
41 METRO SURORIENTE,4107 XOCHIMILCO
42 SUR,4202 JIUTEPEC
32 MICHOACÁN,3204 PATZCUARO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
32 MICHOACÁN,3201 MORELIA
42 SUR,4205 ACAPULCO
20 NORESTE,2002 GUADALUPE
63 GOLFO,6303 VILLAHERMOSA
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
52 VALLE DE TOLUCA,5201 TOLUCA
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
11 PACIFICO,1103 MAZATLAN CULIACAN
10 FRONTERA OESTE,1002 MEXICALI
42 SUR,4207 TLACOLULA
30 COSTA OCCIDENTE,3002 JALISCO SUR
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
21 HUASTECA,2106 PACHUCA
61 CHIAPAS,6101 TUXTLA
20 NORESTE,2005 ESCOBEDO
30 COSTA OCCIDENTE,3003 OCOTLAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
33 BAJIO,3305 QUERÉTARO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
10 FRONTERA OESTE,1001 TIJUANA
52 VALLE DE TOLUCA,5201 TOLUCA
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
60 PUEBLA,6006 XALAPA
10 FRONTERA OESTE,1002 MEXICALI
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
51 METRO PONIENTE,5105 TECAMAC
60 PUEBLA,6002 PUEBLA
31 JALISCO,3105 TLAQUEPAQUE
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
42 SUR,4202 JIUTEPEC
30 COSTA OCCIDENTE,3002 JALISCO SUR
20 NORESTE,2004 SAN PEDRO GARZA
51 METRO PONIENTE,5101 CUAUHTEMOC
41 METRO SURORIENTE,4103 COYOACAN
31 JALISCO,3103 GUADALAJARA
41 METRO SURORIENTE,4102 ALVARO OBREGON
12 LAGUNA CHIHUAHUA,1205 COAHUILA
30 COSTA OCCIDENTE,3004 COLIMA
42 SUR,4204 QUECHULTENANGO
31 JALISCO,3101 ALTOS JALISCO
51 METRO PONIENTE,5106 NAUCALPAN
41 METRO SURORIENTE,4106 CHALCO
61 CHIAPAS,6104 JUCHITAN
21 HUASTECA,2107 TULANCINGO
21 HUASTECA,2103 SAN LUIS FORANEO
42 SUR,4206 PUNGARABATO
31 JALISCO,3103 GUADALAJARA
51 METRO PONIENTE,5106 NAUCALPAN
21 HUASTECA,2101 AGUASCALIENTES
30 COSTA OCCIDENTE,3002 JALISCO SUR
50 METRO NORPONIENTE,5004 COACALCO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
40 METRO ORIENTE,4006 ECATEPEC
12 LAGUNA CHIHUAHUA,1205 COAHUILA
33 BAJIO,3304 CELAYA
61 CHIAPAS,6101 TUXTLA
63 GOLFO,6301 ACAYUCAN
10 FRONTERA OESTE,1004 HERMOSILLO
32 MICHOACÁN,3202 URUAPAN
63 GOLFO,6304 HUIMANGUILLO
20 NORESTE,2004 SAN PEDRO GARZA
50 METRO NORPONIENTE,5003 TLALNEPANTLA
33 BAJIO,3304 CELAYA
10 FRONTERA OESTE,1004 HERMOSILLO
60 PUEBLA,6005 ORIZABA
10 FRONTERA OESTE,1001 TIJUANA
31 JALISCO,3105 TLAQUEPAQUE
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
12 LAGUNA CHIHUAHUA,1205 COAHUILA
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
32 MICHOACÁN,3204 PATZCUARO
41 METRO SURORIENTE,4104 TLALPAN
40 METRO ORIENTE,4004 TEXCOCO
51 METRO PONIENTE,5101 CUAUHTEMOC
10 FRONTERA OESTE,1002 MEXICALI
63 GOLFO,6302 COATZACOALCOS
63 GOLFO,6304 HUIMANGUILLO
42 SUR,4202 JIUTEPEC
41 METRO SURORIENTE,4101 IZTAPALAPA
21 HUASTECA,2105 TULA
21 HUASTECA,2106 PACHUCA
31 JALISCO,3103 GUADALAJARA
60 PUEBLA,6001 TEHUACAN
31 JALISCO,3104 TONALA
33 BAJIO,3304 CELAYA
32 MICHOACÁN,3201 MORELIA
60 PUEBLA,6006 XALAPA
21 HUASTECA,2105 TULA
11 PACIFICO,1102 SINALOA
63 GOLFO,6302 COATZACOALCOS
10 FRONTERA OESTE,1004 HERMOSILLO
41 METRO SURORIENTE,4107 XOCHIMILCO
61 CHIAPAS,6101 TUXTLA
30 COSTA OCCIDENTE,3003 OCOTLAN
21 HUASTECA,2101 AGUASCALIENTES
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
63 GOLFO,6304 HUIMANGUILLO
60 PUEBLA,6005 ORIZABA
20 NORESTE,2007 POZA RICA
50 METRO NORPONIENTE,5002 ATIZAPAN
41 METRO SURORIENTE,4101 IZTAPALAPA
21 HUASTECA,2106 PACHUCA
60 PUEBLA,6005 ORIZABA
63 GOLFO,6304 HUIMANGUILLO
20 NORESTE,2007 POZA RICA
51 METRO PONIENTE,5105 TECAMAC
52 VALLE DE TOLUCA,5201 TOLUCA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
63 GOLFO,6304 HUIMANGUILLO
51 METRO PONIENTE,5101 CUAUHTEMOC
42 SUR,4204 QUECHULTENANGO
31 JALISCO,3104 TONALA
12 LAGUNA CHIHUAHUA,1201 DURANGO
42 SUR,4205 ACAPULCO
21 HUASTECA,2107 TULANCINGO
11 PACIFICO,1101 LA PAZ
63 GOLFO,6302 COATZACOALCOS
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
50 METRO NORPONIENTE,5003 TLALNEPANTLA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
21 HUASTECA,2107 TULANCINGO
32 MICHOACÁN,3203 ZACAPU
52 VALLE DE TOLUCA,5207 TEXMELUCAN
50 METRO NORPONIENTE,5002 ATIZAPAN
62 PENINSULA,6204 UMAN
51 METRO PONIENTE,5101 CUAUHTEMOC
20 NORESTE,2006 TAMPICO
10 FRONTERA OESTE,1002 MEXICALI
21 HUASTECA,2102 SAN LUIS POTOSÍ
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
40 METRO ORIENTE,4004 TEXCOCO
41 METRO SURORIENTE,4105 TLAHUAC
40 METRO ORIENTE,4006 ECATEPEC
61 CHIAPAS,6104 JUCHITAN
60 PUEBLA,6006 XALAPA
31 JALISCO,3102 ZAPOPAN
62 PENINSULA,6204 UMAN
50 METRO NORPONIENTE,5002 ATIZAPAN
10 FRONTERA OESTE,1001 TIJUANA
62 PENINSULA,6203 MERIDA
41 METRO SURORIENTE,4105 TLAHUAC
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
51 METRO PONIENTE,5103 BENITO JUAREZ
51 METRO PONIENTE,5103 BENITO JUAREZ
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
20 NORESTE,2008 MARTINEZ DE LA TORRE
42 SUR,4207 TLACOLULA
21 HUASTECA,2107 TULANCINGO
30 COSTA OCCIDENTE,3004 COLIMA
33 BAJIO,3304 CELAYA
33 BAJIO,3304 CELAYA
41 METRO SURORIENTE,4107 XOCHIMILCO
20 NORESTE,2003 MONTERREY
40 METRO ORIENTE,4004 TEXCOCO
10 FRONTERA OESTE,1002 MEXICALI
30 COSTA OCCIDENTE,3003 OCOTLAN
63 GOLFO,6302 COATZACOALCOS
61 CHIAPAS,6103 MEZCALAPA
20 NORESTE,2001 REYNOSA
61 CHIAPAS,6101 TUXTLA
42 SUR,4202 JIUTEPEC
33 BAJIO,3304 CELAYA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
42 SUR,4205 ACAPULCO
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
33 BAJIO,3303 IRAPUATO
10 FRONTERA OESTE,1001 TIJUANA
63 GOLFO,6303 VILLAHERMOSA
20 NORESTE,2005 ESCOBEDO
42 SUR,4205 ACAPULCO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
41 METRO SURORIENTE,4103 COYOACAN
42 SUR,4206 PUNGARABATO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
40 METRO ORIENTE,4004 TEXCOCO
41 METRO SURORIENTE,4105 TLAHUAC
51 METRO PONIENTE,5101 CUAUHTEMOC
11 PACIFICO,1104 TEPIC
31 JALISCO,3104 TONALA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
52 VALLE DE TOLUCA,5201 TOLUCA
61 CHIAPAS,6104 JUCHITAN
42 SUR,4201 CUERNAVACA
31 JALISCO,3105 TLAQUEPAQUE
42 SUR,4202 JIUTEPEC
63 GOLFO,6303 VILLAHERMOSA
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4006 ECATEPEC
12 LAGUNA CHIHUAHUA,1205 COAHUILA
33 BAJIO,3303 IRAPUATO
42 SUR,4206 PUNGARABATO
51 METRO PONIENTE,5104 HUIXQUILUCAN
10 FRONTERA OESTE,1002 MEXICALI
20 NORESTE,2004 SAN PEDRO GARZA
10 FRONTERA OESTE,1001 TIJUANA
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
63 GOLFO,6305 CIUDAD DEL CARMEN
21 HUASTECA,2105 TULA
60 PUEBLA,6004 VERACRUZ
31 JALISCO,3105 TLAQUEPAQUE
60 PUEBLA,6004 VERACRUZ
51 METRO PONIENTE,5102 IZTACALCO
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
41 METRO SURORIENTE,4105 TLAHUAC
20 NORESTE,2004 SAN PEDRO GARZA
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6003 ZACAPOAXTLA
51 METRO PONIENTE,5102 IZTACALCO
33 BAJIO,3301 LEON
31 JALISCO,3104 TONALA
21 HUASTECA,2104 ZACATECAS
21 HUASTECA,2106 PACHUCA
40 METRO ORIENTE,4004 TEXCOCO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
63 GOLFO,6302 COATZACOALCOS
40 METRO ORIENTE,4006 ECATEPEC
51 METRO PONIENTE,5105 TECAMAC
51 METRO PONIENTE,5101 CUAUHTEMOC
41 METRO SURORIENTE,4102 ALVARO OBREGON
51 METRO PONIENTE,5101 CUAUHTEMOC
10 FRONTERA OESTE,1001 TIJUANA
20 NORESTE,2006 TAMPICO
12 LAGUNA CHIHUAHUA,1202 TORREON
41 METRO SURORIENTE,4107 XOCHIMILCO
63 GOLFO,6303 VILLAHERMOSA
10 FRONTERA OESTE,1002 MEXICALI
41 METRO SURORIENTE,4106 CHALCO
61 CHIAPAS,6101 TUXTLA
60 PUEBLA,6002 PUEBLA
51 METRO PONIENTE,5101 CUAUHTEMOC
32 MICHOACÁN,3203 ZACAPU
60 PUEBLA,6006 XALAPA
20 NORESTE,2002 GUADALUPE
62 PENINSULA,6203 MERIDA
62 PENINSULA,6201 CANCUN
33 BAJIO,3305 QUERÉTARO
21 HUASTECA,2105 TULA
60 PUEBLA,6002 PUEBLA
60 PUEBLA,6004 VERACRUZ
50 METRO NORPONIENTE,5003 TLALNEPANTLA
51 METRO PONIENTE,5101 CUAUHTEMOC
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
51 METRO PONIENTE,5102 IZTACALCO
50 METRO NORPONIENTE,5004 COACALCO
50 METRO NORPONIENTE,5004 COACALCO
21 HUASTECA,2101 AGUASCALIENTES
32 MICHOACÁN,3202 URUAPAN
21 HUASTECA,2107 TULANCINGO
11 PACIFICO,1104 TEPIC
51 METRO PONIENTE,5102 IZTACALCO
40 METRO ORIENTE,4006 ECATEPEC
31 JALISCO,3101 ALTOS JALISCO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
32 MICHOACÁN,3204 PATZCUARO
60 PUEBLA,6003 ZACAPOAXTLA
20 NORESTE,2001 REYNOSA
40 METRO ORIENTE,4003 CHIMALHUACAN
20 NORESTE,2003 MONTERREY
21 HUASTECA,2105 TULA
10 FRONTERA OESTE,1002 MEXICALI
60 PUEBLA,6002 PUEBLA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
20 NORESTE,2004 SAN PEDRO GARZA
60 PUEBLA,6006 XALAPA
62 PENINSULA,6205 PLAYA DEL CARMEN
20 NORESTE,2001 REYNOSA
20 NORESTE,2006 TAMPICO
60 PUEBLA,6006 XALAPA
51 METRO PONIENTE,5101 CUAUHTEMOC
61 CHIAPAS,6101 TUXTLA
12 LAGUNA CHIHUAHUA,1202 TORREON
40 METRO ORIENTE,4006 ECATEPEC
21 HUASTECA,2101 AGUASCALIENTES
42 SUR,4208 OAXACA
42 SUR,4206 PUNGARABATO
41 METRO SURORIENTE,4106 CHALCO
52 VALLE DE TOLUCA,5203 LERMA
11 PACIFICO,1104 TEPIC
41 METRO SURORIENTE,4104 TLALPAN
11 PACIFICO,1103 MAZATLAN CULIACAN
12 LAGUNA CHIHUAHUA,1202 TORREON
60 PUEBLA,6002 PUEBLA
42 SUR,4208 OAXACA
20 NORESTE,2001 REYNOSA
21 HUASTECA,2104 ZACATECAS
21 HUASTECA,2106 PACHUCA
40 METRO ORIENTE,4004 TEXCOCO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
32 MICHOACÁN,3203 ZACAPU
60 PUEBLA,6006 XALAPA
10 FRONTERA OESTE,1002 MEXICALI
12 LAGUNA CHIHUAHUA,1201 DURANGO
21 HUASTECA,2105 TULA
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
10 FRONTERA OESTE,1002 MEXICALI
61 CHIAPAS,6101 TUXTLA
52 VALLE DE TOLUCA,5203 LERMA
33 BAJIO,3305 QUERÉTARO
60 PUEBLA,6004 VERACRUZ
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
30 COSTA OCCIDENTE,3004 COLIMA
41 METRO SURORIENTE,4107 XOCHIMILCO
41 METRO SURORIENTE,4104 TLALPAN
63 GOLFO,6301 ACAYUCAN
42 SUR,4204 QUECHULTENANGO
20 NORESTE,2005 ESCOBEDO
40 METRO ORIENTE,4005 ACOLMAN
40 METRO ORIENTE,4006 ECATEPEC
30 COSTA OCCIDENTE,3003 OCOTLAN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
31 JALISCO,3101 ALTOS JALISCO
21 HUASTECA,2106 PACHUCA
33 BAJIO,3305 QUERÉTARO
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
60 PUEBLA,6005 ORIZABA
51 METRO PONIENTE,5101 CUAUHTEMOC
41 METRO SURORIENTE,4102 ALVARO OBREGON
40 METRO ORIENTE,4003 CHIMALHUACAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
20 NORESTE,2007 POZA RICA
21 HUASTECA,2103 SAN LUIS FORANEO
12 LAGUNA CHIHUAHUA,1201 DURANGO
63 GOLFO,6301 ACAYUCAN
32 MICHOACÁN,3204 PATZCUARO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
62 PENINSULA,6205 PLAYA DEL CARMEN
30 COSTA OCCIDENTE,3003 OCOTLAN
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
62 PENINSULA,6204 UMAN
31 JALISCO,3104 TONALA
60 PUEBLA,6001 TEHUACAN
21 HUASTECA,2103 SAN LUIS FORANEO
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4006 ECATEPEC
20 NORESTE,2001 REYNOSA
60 PUEBLA,6006 XALAPA
51 METRO PONIENTE,5101 CUAUHTEMOC
33 BAJIO,3304 CELAYA
20 NORESTE,2004 SAN PEDRO GARZA
42 SUR,4207 TLACOLULA
62 PENINSULA,6205 PLAYA DEL CARMEN
12 LAGUNA CHIHUAHUA,1201 DURANGO
41 METRO SURORIENTE,4103 COYOACAN
60 PUEBLA,6003 ZACAPOAXTLA
31 JALISCO,3105 TLAQUEPAQUE
61 CHIAPAS,6101 TUXTLA
51 METRO PONIENTE,5106 NAUCALPAN
62 PENINSULA,6201 CANCUN
21 HUASTECA,2105 TULA
63 GOLFO,6301 ACAYUCAN
60 PUEBLA,6001 TEHUACAN
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
30 COSTA OCCIDENTE,3002 JALISCO SUR
61 CHIAPAS,6102 TAPACHULA
60 PUEBLA,6001 TEHUACAN
50 METRO NORPONIENTE,5002 ATIZAPAN
60 PUEBLA,6002 PUEBLA
41 METRO SURORIENTE,4101 IZTAPALAPA
21 HUASTECA,2104 ZACATECAS
21 HUASTECA,2102 SAN LUIS POTOSÍ
41 METRO SURORIENTE,4102 ALVARO OBREGON
42 SUR,4208 OAXACA
60 PUEBLA,6006 XALAPA
31 JALISCO,3103 GUADALAJARA
11 PACIFICO,1101 LA PAZ
12 LAGUNA CHIHUAHUA,1202 TORREON
20 NORESTE,2004 SAN PEDRO GARZA
42 SUR,4204 QUECHULTENANGO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
12 LAGUNA CHIHUAHUA,1202 TORREON
31 JALISCO,3105 TLAQUEPAQUE
12 LAGUNA CHIHUAHUA,1202 TORREON
31 JALISCO,3101 ALTOS JALISCO
42 SUR,4205 ACAPULCO
12 LAGUNA CHIHUAHUA,1202 TORREON
51 METRO PONIENTE,5105 TECAMAC
62 PENINSULA,6201 CANCUN
11 PACIFICO,1101 LA PAZ
52 VALLE DE TOLUCA,5201 TOLUCA
62 PENINSULA,6205 PLAYA DEL CARMEN
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
20 NORESTE,2008 MARTINEZ DE LA TORRE
20 NORESTE,2001 REYNOSA
42 SUR,4204 QUECHULTENANGO
52 VALLE DE TOLUCA,5201 TOLUCA
52 VALLE DE TOLUCA,5201 TOLUCA
11 PACIFICO,1101 LA PAZ
60 PUEBLA,6001 TEHUACAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
61 CHIAPAS,6101 TUXTLA
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
42 SUR,4205 ACAPULCO
30 COSTA OCCIDENTE,3003 OCOTLAN
30 COSTA OCCIDENTE,3004 COLIMA
42 SUR,4205 ACAPULCO
32 MICHOACÁN,3204 PATZCUARO
21 HUASTECA,2104 ZACATECAS
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
42 SUR,4206 PUNGARABATO
20 NORESTE,2007 POZA RICA
11 PACIFICO,1104 TEPIC
21 HUASTECA,2106 PACHUCA
33 BAJIO,3305 QUERÉTARO
11 PACIFICO,1103 MAZATLAN CULIACAN
42 SUR,4202 JIUTEPEC
30 COSTA OCCIDENTE,3004 COLIMA
60 PUEBLA,6004 VERACRUZ
20 NORESTE,2003 MONTERREY
63 GOLFO,6301 ACAYUCAN
42 SUR,4204 QUECHULTENANGO
30 COSTA OCCIDENTE,3002 JALISCO SUR
21 HUASTECA,2101 AGUASCALIENTES
63 GOLFO,6301 ACAYUCAN
41 METRO SURORIENTE,4104 TLALPAN
51 METRO PONIENTE,5102 IZTACALCO
11 PACIFICO,1102 SINALOA
21 HUASTECA,2102 SAN LUIS POTOSÍ
60 PUEBLA,6006 XALAPA
42 SUR,4204 QUECHULTENANGO
32 MICHOACÁN,3203 ZACAPU
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
52 VALLE DE TOLUCA,5201 TOLUCA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
21 HUASTECA,2106 PACHUCA
20 NORESTE,2001 REYNOSA
62 PENINSULA,6201 CANCUN
11 PACIFICO,1101 LA PAZ
62 PENINSULA,6202 CAMPECHE
20 NORESTE,2001 REYNOSA
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6001 TEHUACAN
40 METRO ORIENTE,4003 CHIMALHUACAN
21 HUASTECA,2101 AGUASCALIENTES
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
60 PUEBLA,6006 XALAPA
20 NORESTE,2004 SAN PEDRO GARZA
30 COSTA OCCIDENTE,3003 OCOTLAN
52 VALLE DE TOLUCA,5203 LERMA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
21 HUASTECA,2102 SAN LUIS POTOSÍ
62 PENINSULA,6201 CANCUN
50 METRO NORPONIENTE,5003 TLALNEPANTLA
21 HUASTECA,2101 AGUASCALIENTES
11 PACIFICO,1103 MAZATLAN CULIACAN
42 SUR,4204 QUECHULTENANGO
33 BAJIO,3305 QUERÉTARO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
40 METRO ORIENTE,4005 ACOLMAN
51 METRO PONIENTE,5103 BENITO JUAREZ
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
42 SUR,4207 TLACOLULA
20 NORESTE,2004 SAN PEDRO GARZA
31 JALISCO,3103 GUADALAJARA
31 JALISCO,3103 GUADALAJARA
61 CHIAPAS,6101 TUXTLA
60 PUEBLA,6002 PUEBLA
21 HUASTECA,2101 AGUASCALIENTES
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
60 PUEBLA,6003 ZACAPOAXTLA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
31 JALISCO,3103 GUADALAJARA
40 METRO ORIENTE,4004 TEXCOCO
31 JALISCO,3101 ALTOS JALISCO
63 GOLFO,6304 HUIMANGUILLO
60 PUEBLA,6006 XALAPA
32 MICHOACÁN,3204 PATZCUARO
20 NORESTE,2002 GUADALUPE
40 METRO ORIENTE,4005 ACOLMAN
10 FRONTERA OESTE,1004 HERMOSILLO
32 MICHOACÁN,3201 MORELIA
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
42 SUR,4208 OAXACA
40 METRO ORIENTE,4006 ECATEPEC
41 METRO SURORIENTE,4103 COYOACAN
12 LAGUNA CHIHUAHUA,1202 TORREON
12 LAGUNA CHIHUAHUA,1205 COAHUILA
42 SUR,4201 CUERNAVACA
42 SUR,4203 CUAUTLA
41 METRO SURORIENTE,4107 XOCHIMILCO
41 METRO SURORIENTE,4107 XOCHIMILCO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
30 COSTA OCCIDENTE,3003 OCOTLAN
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
10 FRONTERA OESTE,1001 TIJUANA
33 BAJIO,3303 IRAPUATO
11 PACIFICO,1104 TEPIC
20 NORESTE,2003 MONTERREY
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
33 BAJIO,3303 IRAPUATO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
52 VALLE DE TOLUCA,5201 TOLUCA
11 PACIFICO,1101 LA PAZ
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
41 METRO SURORIENTE,4106 CHALCO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
30 COSTA OCCIDENTE,3004 COLIMA
33 BAJIO,3305 QUERÉTARO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
60 PUEBLA,6006 XALAPA
32 MICHOACÁN,3202 URUAPAN
31 JALISCO,3102 ZAPOPAN
31 JALISCO,3105 TLAQUEPAQUE
61 CHIAPAS,6103 MEZCALAPA
33 BAJIO,3303 IRAPUATO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
62 PENINSULA,6203 MERIDA
32 MICHOACÁN,3201 MORELIA
42 SUR,4206 PUNGARABATO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
30 COSTA OCCIDENTE,3003 OCOTLAN
63 GOLFO,6303 VILLAHERMOSA
30 COSTA OCCIDENTE,3002 JALISCO SUR
42 SUR,4206 PUNGARABATO
